epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
44,2305.56,0.77373,0.62821,0.01477,0.85825,0.87566,0.91535,0.77653,0.7873,0.65159,0.02139,0.000957358,0.000957358,0.000957358
45,2355.41,0.76942,0.64251,0.01421,0.86024,0.84278,0.9069,0.75299,0.83342,0.69391,0.02285,0.000940855,0.000940855,0.000940855
46,2404.84,0.78215,0.63601,0.01482,0.86942,0.86204,0.91044,0.76941,0.82799,0.62321,0.02242,0.000924352,0.000924352,0.000924352
47,2459.62,0.76649,0.61133,0.01431,0.85133,0.85218,0.91154,0.76964,0.79288,0.62146,0.02135,0.000907848,0.000907848,0.000907848
48,2511.07,0.75656,0.62082,0.01397,0.88762,0.84399,0.92192,0.78995,0.78097,0.57099,0.02132,0.000891345,0.000891345,0.000891345
49,2573.5,0.73877,0.61264,0.01368,0.89114,0.86537,0.92864,0.78951,0.76731,0.58057,0.02046,0.000874842,0.000874842,0.000874842
50,2625.96,0.74329,0.59944,0.01378,0.84699,0.87328,0.91177,0.77525,0.78056,0.59497,0.02141,0.000858338,0.000858338,0.000858338
51,2676.82,0.73641,0.59597,0.01367,0.85083,0.87326,0.92405,0.79348,0.76258,0.6109,0.02059,0.000841835,0.000841835,0.000841835
52,2724.23,0.72563,0.58335,0.0137,0.8601,0.88621,0.91851,0.78314,0.74946,0.59292,0.02016,0.000825332,0.000825332,0.000825332
53,2771.52,0.7355,0.5917,0.01372,0.86382,0.87638,0.89466,0.76653,0.77301,0.63006,0.02082,0.000808828,0.000808828,0.000808828
54,2818.78,0.71515,0.58101,0.01316,0.88776,0.86204,0.92269,0.78627,0.75089,0.60832,0.02036,0.000792325,0.000792325,0.000792325
55,2866.22,0.71991,0.58477,0.01332,0.91448,0.83897,0.92063,0.79176,0.74864,0.60273,0.02,0.000775822,0.000775822,0.000775822
56,2913.35,0.72321,0.54745,0.01332,0.89486,0.84911,0.92219,0.79398,0.74116,0.61448,0.01979,0.000759318,0.000759318,0.000759318
57,2960.79,0.71747,0.56183,0.01334,0.8737,0.8609,0.91772,0.79668,0.71962,0.64267,0.0193,0.000742815,0.000742815,0.000742815
58,3008.12,0.71679,0.53652,0.01337,0.9161,0.85106,0.93284,0.79682,0.74789,0.54599,0.01981,0.000726312,0.000726312,0.000726312
59,3055.6,0.70218,0.52782,0.01289,0.88666,0.86137,0.92454,0.79638,0.7396,0.58873,0.01953,0.000709809,0.000709809,0.000709809
60,3102.78,0.70129,0.51578,0.01307,0.8848,0.84882,0.91885,0.79831,0.73312,0.58076,0.01964,0.000693305,0.000693305,0.000693305
61,3150.19,0.68755,0.52371,0.01257,0.88972,0.8693,0.9235,0.79475,0.74741,0.61554,0.02008,0.000676802,0.000676802,0.000676802
62,3197.69,0.69417,0.53263,0.01262,0.90825,0.8582,0.92838,0.81044,0.68917,0.58095,0.01816,0.000660299,0.000660299,0.000660299
63,3244.86,0.67169,0.5089,0.01232,0.8952,0.86552,0.93121,0.81064,0.70699,0.54816,0.01853,0.000643795,0.000643795,0.000643795
64,3291.74,0.67807,0.52252,0.01245,0.89024,0.8769,0.92746,0.80958,0.69606,0.57185,0.01805,0.000627292,0.000627292,0.000627292
65,3339.15,0.66633,0.50503,0.01235,0.88165,0.88278,0.92023,0.80149,0.724,0.58204,0.0191,0.000610789,0.000610789,0.000610789
66,3386.26,0.66804,0.49701,0.01214,0.90022,0.88904,0.92663,0.81151,0.72271,0.54338,0.01937,0.000594286,0.000594286,0.000594286
67,3433.63,0.6691,0.48993,0.01231,0.88533,0.8822,0.92694,0.81639,0.70923,0.5825,0.01905,0.000577782,0.000577782,0.000577782
68,3480.67,0.65484,0.50536,0.01176,0.86692,0.89997,0.92318,0.80962,0.70263,0.56569,0.01842,0.000561279,0.000561279,0.000561279
69,3528.04,0.64602,0.48243,0.01183,0.90867,0.88483,0.92793,0.82133,0.6898,0.60073,0.01815,0.000544776,0.000544776,0.000544776
70,3575.36,0.6547,0.49324,0.0121,0.90705,0.86894,0.92145,0.81043,0.70241,0.5766,0.01851,0.000528272,0.000528272,0.000528272
71,3622.64,0.65214,0.4965,0.01197,0.88828,0.85219,0.91515,0.80477,0.69753,0.58886,0.01833,0.000511769,0.000511769,0.000511769
72,3669.95,0.62919,0.47095,0.01144,0.87497,0.87121,0.92194,0.81004,0.70842,0.59625,0.01869,0.000495266,0.000495266,0.000495266
73,3717.9,0.641,0.46099,0.01169,0.91286,0.85866,0.92086,0.80513,0.70561,0.58907,0.01861,0.000478762,0.000478762,0.000478762
74,3765,0.62482,0.46031,0.01148,0.90678,0.86139,0.92558,0.81597,0.69805,0.58999,0.01827,0.000462259,0.000462259,0.000462259
75,3812.11,0.61353,0.44329,0.0112,0.91858,0.85301,0.92278,0.81667,0.69607,0.59081,0.01825,0.000445756,0.000445756,0.000445756
76,3859.32,0.63425,0.46373,0.01141,0.89902,0.87226,0.92486,0.82047,0.68774,0.55084,0.01795,0.000429253,0.000429253,0.000429253
77,3906.68,0.61452,0.44707,0.01117,0.89924,0.8733,0.91959,0.81322,0.69557,0.56916,0.01816,0.000412749,0.000412749,0.000412749
78,3954,0.62046,0.44352,0.01141,0.91218,0.85253,0.91968,0.81662,0.6901,0.57188,0.01794,0.000396246,0.000396246,0.000396246
79,4001.5,0.60797,0.43134,0.01089,0.89472,0.88316,0.92715,0.81565,0.69078,0.56116,0.018,0.000379743,0.000379743,0.000379743
80,4048.54,0.61588,0.43099,0.01116,0.9149,0.86116,0.92167,0.81908,0.69283,0.6211,0.01824,0.000363239,0.000363239,0.000363239
81,4096.15,0.61061,0.43193,0.01108,0.89884,0.8783,0.92419,0.82185,0.68617,0.57354,0.01804,0.000346736,0.000346736,0.000346736
82,4143.58,0.61213,0.44444,0.01099,0.90635,0.87278,0.92389,0.8177,0.68882,0.5683,0.0182,0.000330233,0.000330233,0.000330233
83,4190.77,0.58945,0.41682,0.01069,0.90037,0.87983,0.92313,0.81974,0.66962,0.58224,0.01741,0.000313729,0.000313729,0.000313729
84,4238.02,0.60179,0.42887,0.01064,0.9109,0.87376,0.92188,0.82261,0.68083,0.57431,0.01775,0.000297226,0.000297226,0.000297226
85,4285.21,0.59379,0.41366,0.01064,0.91915,0.84759,0.92558,0.82829,0.65811,0.56589,0.01685,0.000280723,0.000280723,0.000280723
86,4332.55,0.57828,0.40963,0.01041,0.8965,0.87905,0.92902,0.82496,0.66611,0.55054,0.01717,0.00026422,0.00026422,0.00026422
87,4379.61,0.58,0.39603,0.01041,0.90617,0.86415,0.91852,0.81898,0.67231,0.58678,0.01746,0.000247716,0.000247716,0.000247716
88,4426.81,0.58034,0.38627,0.01083,0.88563,0.88609,0.92262,0.826,0.69095,0.57429,0.01807,0.000231213,0.000231213,0.000231213
89,4473.75,0.57659,0.3988,0.01028,0.90931,0.87622,0.92407,0.83064,0.66161,0.57447,0.01707,0.00021471,0.00021471,0.00021471
90,4520.93,0.56384,0.39195,0.01025,0.91684,0.87135,0.92382,0.82663,0.66263,0.56341,0.01719,0.000198206,0.000198206,0.000198206
91,4621.83,0.41879,0.23261,0.01069,0.90651,0.86991,0.9235,0.82481,0.67501,0.56406,0.01751,0.000181703,0.000181703,0.000181703
92,4671.08,0.40034,0.20247,0.01012,0.88462,0.90037,0.92558,0.82872,0.66762,0.56421,0.01724,0.0001652,0.0001652,0.0001652
93,4721.15,0.39452,0.19461,0.00991,0.9117,0.88649,0.93164,0.83824,0.66418,0.56546,0.01723,0.000148696,0.000148696,0.000148696
94,4771.02,0.38701,0.18188,0.00957,0.90442,0.89233,0.93012,0.83598,0.66058,0.58132,0.01721,0.000132193,0.000132193,0.000132193
95,4819.3,0.3826,0.19737,0.00944,0.87299,0.882,0.92884,0.83391,0.66256,0.58754,0.01724,0.00011569,0.00011569,0.00011569
96,4872.25,0.38012,0.18719,0.0093,0.91051,0.88733,0.9268,0.83463,0.66683,0.57338,0.01741,9.91865e-05,9.91865e-05,9.91865e-05
97,4922.04,0.37784,0.18063,0.00937,0.91876,0.88914,0.92296,0.82809,0.6592,0.58752,0.0171,8.26832e-05,8.26832e-05,8.26832e-05
98,4970.07,0.37412,0.18485,0.00926,0.90517,0.87943,0.92723,0.83443,0.65604,0.58853,0.01697,6.61799e-05,6.61799e-05,6.61799e-05
99,5016.29,0.3639,0.17587,0.00918,0.88909,0.87759,0.92433,0.83296,0.6487,0.59035,0.01677,4.96766e-05,4.96766e-05,4.96766e-05
100,5062.75,0.35992,0.18006,0.00874,0.90431,0.87552,0.92616,0.83334,0.65218,0.59169,0.01683,3.31733e-05,3.31733e-05,3.31733e-05
